session_id,station_id,operator,city,latitude,longitude,station_type,connector_type,port_count,session_start,session_end,duration_min,energy_kw,price_paid_inr,user_type,vehicle_type,payment_method,weather,weekday,tariff_inr_per_kwh
MS_S_00244,MS-2667,Private-Operator-1,Latur,18.413676,76.529482,AC Slow,CCS,1,24-06-2025 10:12,24-06-2025 12:39,147,1.97,22.91,Commercial,Two-wheeler,Wallet,Sunny,Tuesday,11.63
MS_S_00245,MS-7367,Private-Operator-1,Latur,18.433553,76.536407,DC Fast,Bharat DC-001,2,08-07-2025 03:22,08-07-2025 03:54,32,34.31,556.51,Private,Four-wheeler,Wallet,Hot,Tuesday,16.22
MS_S_00246,MS-2388,Private-Operator-2,Latur,18.3949,76.559485,DC Fast,CCS,2,21-06-2025 03:15,21-06-2025 03:44,29,35.68,767.12,Commercial,Three-wheeler,Subscription,Sunny,Saturday,21.5
MS_S_00247,MS-3258,Private-Operator-1,Solapur,17.663287,75.878126,AC Slow,Bharat DC-001,4,28-06-2025 05:31,28-06-2025 08:43,192,3.45,44.26,Private,Two-wheeler,Subscription,Cloudy,Saturday,12.83
MS_S_00248,MS-3298,MSEDCL,Thane,19.240126,72.990283,AC Slow,CHAdeMO,1,24-07-2025 14:39,24-07-2025 15:22,43,11.59,120.88,Private,Two-wheeler,Card,Hot,Thursday,10.43
MS_S_00249,MS-9281,Private-Operator-2,Solapur,17.684162,75.909234,DC Fast,Bharat DC-001,1,27-06-2025 21:31,27-06-2025 22:07,36,26.96,376.9,Commercial,Two-wheeler,UPI,Rain,Friday,13.98
MS_S_00250,MS-1505,MSEDCL,Latur,18.411671,76.557551,AC Slow,CHAdeMO,2,03-06-2025 08:14,03-06-2025 11:01,167,2.25,29.9,Commercial,Two-wheeler,Subscription,Sunny,Tuesday,13.29
MS_S_00251,MS-9369,Tata Power,Amravati,20.92168,77.752375,DC Fast,Type-2,2,18-06-2025 17:52,18-06-2025 18:25,33,6.99,111.42,Private,Four-wheeler,Subscription,Cloudy,Wednesday,15.94
MS_S_00252,MS-4580,AtherGrid,Amravati,20.915333,77.735942,AC Slow,Type-2,3,18-07-2025 20:48,18-07-2025 22:21,93,8.75,88.73,Private,Two-wheeler,Wallet,Sunny,Friday,10.14
MS_S_00253,MS-8193,Tata Power,Pune,18.522037,73.854722,AC Slow,CCS,2,14-06-2025 23:37,15-06-2025 03:03,206,13.87,159.23,Commercial,Two-wheeler,Card,Sunny,Saturday,11.48
MS_S_00254,MS-4390,Tata Power,Nashik,19.984138,73.809641,AC Slow,CHAdeMO,3,05-07-2025 08:38,05-07-2025 11:25,167,13.15,179.37,Commercial,Two-wheeler,Wallet,Sunny,Saturday,13.64
MS_S_00255,MS-2560,MSEDCL,Amravati,20.937964,77.778818,AC Slow,Bharat DC-001,1,29-07-2025 01:17,29-07-2025 04:34,197,3.43,44.11,Private,Two-wheeler,Wallet,Sunny,Tuesday,12.86
MS_S_00256,MS-7434,AtherGrid,Nashik,19.996999,73.806155,AC Slow,CCS,3,07-07-2025 20:17,07-07-2025 23:27,190,2.86,40.13,Commercial,Two-wheeler,UPI,Sunny,Monday,14.03
MS_S_00257,MS-9447,Private-Operator-2,Solapur,17.638598,75.900296,AC Slow,CHAdeMO,2,15-07-2025 11:29,15-07-2025 14:03,154,3.45,39.74,Private,Four-wheeler,UPI,Sunny,Tuesday,11.52
MS_S_00258,MS-6869,Tata Power,Kolhapur,16.706133,74.253894,AC Slow,Bharat DC-001,1,14-06-2025 13:52,14-06-2025 15:16,84,1.36,12.17,Commercial,Four-wheeler,Wallet,Sunny,Saturday,8.95
MS_S_00259,MS-3139,Private-Operator-1,Amravati,20.918613,77.776118,DC Fast,Bharat DC-001,1,21-07-2025 10:57,21-07-2025 11:50,53,22.15,411.55,Private,Two-wheeler,Subscription,Rain,Monday,18.58
MS_S_00260,MS-3035,MSEDCL,Mumbai,19.071731,72.907515,AC Slow,Bharat DC-001,1,30-06-2025 00:27,30-06-2025 01:48,81,9.67,121.36,Private,Four-wheeler,Wallet,Cool,Monday,12.55
MS_S_00261,MS-5489,Tata Power,Nagpur,21.133532,79.082151,AC Slow,CHAdeMO,4,17-06-2025 02:23,17-06-2025 05:43,200,1.81,23.29,Private,Two-wheeler,Wallet,Hot,Tuesday,12.87
MS_S_00262,MS-8032,Private-Operator-2,Nashik,20.006239,73.813613,DC Fast,Type-2,1,16-07-2025 03:00,16-07-2025 03:23,23,33.02,824.18,Private,Two-wheeler,Subscription,Sunny,Wednesday,24.96
MS_S_00263,MS-1132,Private-Operator-2,Mumbai,19.048662,72.873205,AC Slow,CHAdeMO,2,23-07-2025 03:55,23-07-2025 06:13,138,8.38,92.01,Commercial,Two-wheeler,Subscription,Cloudy,Wednesday,10.98
MS_S_00264,MS-2678,Tata Power,Pune,18.50887,73.804879,AC Slow,CHAdeMO,1,24-06-2025 09:08,24-06-2025 11:15,127,12.59,165.43,Private,Three-wheeler,Card,Rain,Tuesday,13.14
MS_S_00265,MS-9691,Private-Operator-1,Pune,18.490822,73.860367,AC Slow,Type-2,1,10-07-2025 20:10,10-07-2025 22:32,142,11.64,104.29,Private,Three-wheeler,Card,Sunny,Thursday,8.96
MS_S_00266,MS-8248,MSEDCL,Solapur,17.659594,75.917986,AC Slow,Type-2,1,28-07-2025 03:08,28-07-2025 06:50,222,14.66,199.52,Commercial,Two-wheeler,Subscription,Sunny,Monday,13.61
MS_S_00267,MS-3290,MSEDCL,Aurangabad,19.875654,75.324635,AC Slow,CHAdeMO,2,12-07-2025 02:15,12-07-2025 05:06,171,7.36,102.38,Commercial,Four-wheeler,UPI,Cloudy,Saturday,13.91
MS_S_00268,MS-4366,Private-Operator-1,Thane,19.190862,72.945829,AC Slow,CCS,1,18-07-2025 12:18,18-07-2025 15:33,195,11.32,128.26,Private,Two-wheeler,UPI,Sunny,Friday,11.33
MS_S_00269,MS-9185,Private-Operator-2,Nashik,19.984119,73.810598,AC Slow,Type-2,2,04-07-2025 00:23,04-07-2025 02:14,111,13.49,198.17,Commercial,Two-wheeler,Card,Sunny,Friday,14.69
MS_S_00270,MS-2195,Tata Power,Kolhapur,16.748146,74.231186,DC Fast,Type-2,1,01-06-2025 08:13,01-06-2025 08:25,12,19.01,435.9,Commercial,Two-wheeler,Subscription,Hot,Sunday,22.93
MS_S_00271,MS-7590,Tata Power,Solapur,17.66054,75.891332,DC Fast,CCS,3,18-06-2025 02:19,18-06-2025 02:34,15,40.02,799.6,Private,Four-wheeler,Card,Cloudy,Wednesday,19.98
MS_S_00272,MS-6353,AtherGrid,Amravati,20.930094,77.782694,AC Slow,Type-2,2,20-06-2025 22:27,21-06-2025 02:03,216,8.17,104.25,Private,Two-wheeler,UPI,Cool,Friday,12.76
MS_S_00273,MS-2900,AtherGrid,Solapur,17.632957,75.886968,AC Slow,Type-2,1,20-06-2025 21:47,21-06-2025 01:05,198,14.39,189.37,Private,Two-wheeler,Card,Rain,Friday,13.16
MS_S_00274,MS-3684,AtherGrid,Mumbai,19.099714,72.892079,AC Slow,CHAdeMO,2,04-07-2025 16:50,04-07-2025 20:50,240,10.26,95.42,Private,Two-wheeler,Wallet,Rain,Friday,9.3
MS_S_00275,MS-1480,Reliance BP,Pune,18.540321,73.841564,AC Slow,Bharat DC-001,1,18-06-2025 16:04,18-06-2025 17:41,97,2.15,31.78,Private,Two-wheeler,Wallet,Rain,Wednesday,14.78
MS_S_00276,MS-9185,Private-Operator-1,Mumbai,19.102564,72.888825,AC Slow,CCS,1,24-06-2025 05:16,24-06-2025 09:03,227,3.88,34.34,Private,Two-wheeler,UPI,Sunny,Tuesday,8.85
MS_S_00277,MS-1201,MSEDCL,Mumbai,19.06313,72.896257,AC Slow,Type-2,2,01-07-2025 11:24,01-07-2025 12:32,68,1.59,23.5,Private,Two-wheeler,Subscription,Sunny,Tuesday,14.78
MS_S_00278,MS-6272,MSEDCL,Nashik,20.008266,73.81125,DC Fast,Bharat DC-001,2,29-07-2025 23:20,29-07-2025 23:47,27,37.03,804.29,Commercial,Two-wheeler,UPI,Hot,Tuesday,21.72
MS_S_00279,MS-4656,Private-Operator-1,Nagpur,21.124904,79.048873,AC Slow,Type-2,1,26-06-2025 02:56,26-06-2025 05:25,149,13.99,133.88,Commercial,Two-wheeler,Subscription,Hot,Thursday,9.57
MS_S_00280,MS-7044,MSEDCL,Mumbai,19.071575,72.872164,AC Slow,CHAdeMO,2,07-07-2025 09:47,07-07-2025 12:56,189,14.2,137.46,Commercial,Two-wheeler,Subscription,Sunny,Monday,9.68
MS_S_00281,MS-9954,MSEDCL,Nashik,19.994158,73.795452,DC Fast,CCS,2,01-06-2025 13:01,01-06-2025 13:25,24,20.72,468.48,Private,Four-wheeler,UPI,Cloudy,Sunday,22.61
MS_S_00282,MS-6038,Tata Power,Solapur,17.673158,75.929869,DC Fast,CCS,1,04-07-2025 07:26,04-07-2025 08:07,41,51.31,1101.63,Private,Three-wheeler,UPI,Cool,Friday,21.47
MS_S_00283,MS-4792,Private-Operator-1,Mumbai,19.083994,72.864673,AC Slow,Bharat DC-001,2,15-07-2025 11:29,15-07-2025 15:10,221,14.79,215.34,Private,Two-wheeler,Subscription,Sunny,Tuesday,14.56
MS_S_00284,MS-2020,AtherGrid,Pune,18.526577,73.890744,DC Fast,CCS,1,16-06-2025 09:16,16-06-2025 09:46,30,32.82,752.56,Commercial,Three-wheeler,Wallet,Hot,Monday,22.93
MS_S_00285,MS-8417,Reliance BP,Aurangabad,19.891267,75.350923,AC Slow,CCS,2,05-06-2025 06:08,05-06-2025 09:57,229,5.17,61.83,Private,Two-wheeler,Card,Rain,Thursday,11.96
MS_S_00286,MS-8635,Reliance BP,Kolhapur,16.70082,74.22629,AC Slow,Bharat DC-001,2,08-06-2025 17:22,08-06-2025 21:09,227,3.24,36.39,Commercial,Two-wheeler,UPI,Sunny,Sunday,11.23
MS_S_00287,MS-3582,Private-Operator-2,Pune,18.496482,73.865592,DC Fast,CHAdeMO,1,23-07-2025 22:44,23-07-2025 23:32,48,35.53,764.96,Commercial,Two-wheeler,Card,Sunny,Wednesday,21.53
MS_S_00288,MS-7492,Private-Operator-1,Aurangabad,19.860502,75.356266,AC Slow,Type-2,2,14-07-2025 09:16,14-07-2025 13:15,239,8.76,70.43,Private,Four-wheeler,Subscription,Cool,Monday,8.04
MS_S_00289,MS-5093,Tata Power,Amravati,20.951848,77.771543,DC Fast,Bharat DC-001,1,07-06-2025 04:07,07-06-2025 04:17,10,22.98,320.34,Private,Two-wheeler,Subscription,Sunny,Saturday,13.94
MS_S_00290,MS-2376,Private-Operator-1,Aurangabad,19.880694,75.361952,DC Fast,CHAdeMO,1,29-07-2025 02:01,29-07-2025 02:15,14,29.67,634.64,Commercial,Four-wheeler,UPI,Sunny,Tuesday,21.39
MS_S_00291,MS-3007,Tata Power,Aurangabad,19.845687,75.368552,AC Slow,Bharat DC-001,1,04-06-2025 05:59,04-06-2025 08:55,176,10.74,86.13,Commercial,Two-wheeler,Subscription,Sunny,Wednesday,8.02
MS_S_00292,MS-3831,Reliance BP,Solapur,17.648615,75.910091,DC Fast,CCS,1,29-07-2025 05:17,29-07-2025 05:44,27,37.35,681.64,Private,Two-wheeler,Card,Sunny,Tuesday,18.25
MS_S_00293,MS-9173,AtherGrid,Thane,19.238781,72.989951,AC Slow,Bharat DC-001,2,04-06-2025 02:17,04-06-2025 04:25,128,8.85,108.15,Private,Three-wheeler,Card,Sunny,Wednesday,12.22
MS_S_00294,MS-1319,AtherGrid,Amravati,20.933996,77.769935,AC Slow,CHAdeMO,3,01-07-2025 17:50,01-07-2025 20:24,154,7.98,68.15,Commercial,Two-wheeler,Card,Sunny,Tuesday,8.54
MS_S_00295,MS-6224,Private-Operator-1,Mumbai,19.053166,72.873827,DC Fast,CCS,2,02-06-2025 08:03,02-06-2025 08:43,40,48.37,905.49,Private,Four-wheeler,UPI,Cloudy,Monday,18.72
MS_S_00296,MS-4951,Reliance BP,Nashik,20.027769,73.802416,AC Slow,Type-2,1,19-07-2025 07:36,19-07-2025 11:30,234,2.24,21.37,Private,Two-wheeler,Wallet,Sunny,Saturday,9.54
MS_S_00297,MS-1462,Private-Operator-2,Aurangabad,19.900621,75.354942,DC Fast,CHAdeMO,3,07-07-2025 18:09,07-07-2025 18:55,46,40.34,705.14,Commercial,Two-wheeler,Card,Hot,Monday,17.48
MS_S_00298,MS-1621,Tata Power,Kolhapur,16.742692,74.274165,AC Slow,Type-2,1,15-06-2025 19:14,15-06-2025 19:49,35,12.76,136.4,Private,Two-wheeler,Card,Cloudy,Sunday,10.69
MS_S_00299,MS-6582,Private-Operator-2,Nagpur,21.148618,79.052831,AC Slow,CCS,1,29-07-2025 10:03,29-07-2025 10:38,35,5.68,46.46,Private,Four-wheeler,Wallet,Sunny,Tuesday,8.18
MS_S_00300,MS-7120,Private-Operator-2,Pune,18.530672,73.846046,AC Slow,Bharat DC-001,3,08-07-2025 03:21,08-07-2025 05:08,107,4.63,50.98,Private,Three-wheeler,Subscription,Sunny,Tuesday,11.01
MS_S_00301,MS-6198,MSEDCL,Kolhapur,16.70445,74.278745,AC Slow,CHAdeMO,1,15-06-2025 21:37,16-06-2025 01:35,238,2.87,24.57,Commercial,Three-wheeler,Wallet,Sunny,Sunday,8.56
MS_S_00302,MS-3911,Private-Operator-2,Nagpur,21.125832,79.094236,AC Slow,Type-2,2,15-07-2025 18:25,15-07-2025 22:12,227,11.72,106.77,Private,Two-wheeler,Wallet,Cool,Tuesday,9.11
MS_S_00303,MS-4619,Private-Operator-2,Latur,18.406997,76.556527,DC Fast,Type-2,2,30-07-2025 15:09,30-07-2025 15:40,31,57.61,743.17,Private,Two-wheeler,Wallet,Rain,Wednesday,12.9
MS_S_00304,MS-2453,Private-Operator-2,Nagpur,21.164072,79.072136,AC Slow,CHAdeMO,1,29-06-2025 00:16,29-06-2025 01:39,83,13.69,133.48,Private,Two-wheeler,UPI,Sunny,Sunday,9.75
MS_S_00305,MS-1788,AtherGrid,Mumbai,19.027515,72.895381,AC Slow,Bharat DC-001,2,17-07-2025 13:10,17-07-2025 15:25,135,1.92,21.91,Commercial,Two-wheeler,Subscription,Sunny,Thursday,11.41
MS_S_00306,MS-8855,Private-Operator-1,Pune,18.52174,73.867019,AC Slow,CCS,3,11-06-2025 14:04,11-06-2025 17:58,234,1.31,16.57,Commercial,Two-wheeler,Wallet,Hot,Wednesday,12.65
MS_S_00307,MS-2215,Reliance BP,Pune,18.536285,73.831614,DC Fast,CCS,1,27-07-2025 12:10,27-07-2025 13:06,56,28.03,431.1,Private,Two-wheeler,Subscription,Sunny,Sunday,15.38
MS_S_00308,MS-8066,Private-Operator-2,Mumbai,19.043697,72.900995,AC Slow,CCS,2,09-07-2025 13:10,09-07-2025 13:53,43,7.5,111,Private,Four-wheeler,Subscription,Sunny,Wednesday,14.8
MS_S_00309,MS-9849,Reliance BP,Amravati,20.941411,77.801973,AC Slow,CHAdeMO,1,20-06-2025 07:06,20-06-2025 07:48,42,4.15,40.5,Commercial,Two-wheeler,Wallet,Sunny,Friday,9.76
MS_S_00310,MS-8005,Tata Power,Mumbai,19.079529,72.870359,AC Slow,CHAdeMO,1,23-07-2025 21:40,24-07-2025 00:43,183,13.04,170.3,Private,Two-wheeler,Card,Sunny,Wednesday,13.06
MS_S_00311,MS-2342,AtherGrid,Thane,19.227031,72.996179,AC Slow,Type-2,1,20-06-2025 12:30,20-06-2025 15:05,155,7.42,84.51,Commercial,Two-wheeler,Subscription,Hot,Friday,11.39
MS_S_00312,MS-7078,AtherGrid,Nagpur,21.146216,79.07364,AC Slow,CHAdeMO,1,12-06-2025 14:02,12-06-2025 15:39,97,10.11,119.5,Commercial,Two-wheeler,Wallet,Sunny,Thursday,11.82
MS_S_00313,MS-2009,MSEDCL,Latur,18.396081,76.544616,DC Fast,Type-2,1,06-06-2025 21:22,06-06-2025 22:06,44,7.86,174.65,Private,Two-wheeler,Subscription,Sunny,Friday,22.22
MS_S_00314,MS-7858,Private-Operator-1,Amravati,20.943862,77.773953,AC Slow,Bharat DC-001,1,07-07-2025 07:30,07-07-2025 09:16,106,11.59,134.91,Private,Two-wheeler,Card,Sunny,Monday,11.64
MS_S_00315,MS-8357,MSEDCL,Pune,18.538062,73.855143,DC Fast,CCS,3,14-06-2025 06:08,14-06-2025 06:20,12,18.13,323.98,Commercial,Two-wheeler,Card,Sunny,Saturday,17.87
MS_S_00316,MS-5225,Reliance BP,Latur,18.400473,76.583569,AC Slow,Type-2,1,06-06-2025 12:35,06-06-2025 14:46,131,2.48,31.25,Commercial,Two-wheeler,UPI,Cloudy,Friday,12.6
MS_S_00317,MS-9561,AtherGrid,Latur,18.427385,76.547237,DC Fast,Type-2,4,27-06-2025 04:09,27-06-2025 04:55,46,16.21,304.75,Private,Four-wheeler,UPI,Cloudy,Friday,18.8
MS_S_00318,MS-9775,Reliance BP,Thane,19.219657,72.995155,AC Slow,Bharat DC-001,2,17-06-2025 12:41,17-06-2025 15:15,154,12.17,131.07,Commercial,Two-wheeler,Wallet,Cloudy,Tuesday,10.77
MS_S_00319,MS-3356,Private-Operator-1,Solapur,17.653204,75.898327,AC Slow,Bharat DC-001,2,03-06-2025 12:56,03-06-2025 14:50,114,12.11,123.76,Private,Three-wheeler,Wallet,Cloudy,Tuesday,10.22
MS_S_00320,MS-1331,Reliance BP,Aurangabad,19.91745,75.321949,AC Slow,CHAdeMO,3,20-06-2025 08:53,20-06-2025 11:28,155,10.16,92.05,Private,Four-wheeler,Card,Hot,Friday,9.06
MS_S_00321,MS-5923,Private-Operator-2,Nagpur,21.144207,79.097247,AC Slow,Bharat DC-001,3,20-07-2025 10:17,20-07-2025 13:53,216,12.25,141.36,Private,Two-wheeler,Card,Sunny,Sunday,11.54
MS_S_00322,MS-8937,Private-Operator-1,Solapur,17.656157,75.926115,DC Fast,CHAdeMO,2,23-07-2025 01:32,23-07-2025 02:32,60,39.91,565.13,Commercial,Three-wheeler,Subscription,Sunny,Wednesday,14.16
MS_S_00323,MS-9589,Private-Operator-1,Nagpur,21.157393,79.094716,AC Slow,Type-2,1,12-06-2025 06:56,12-06-2025 08:17,81,8.84,103.34,Private,Two-wheeler,UPI,Hot,Thursday,11.69
MS_S_00324,MS-4262,Reliance BP,Aurangabad,19.879569,75.369652,AC Slow,CHAdeMO,2,23-07-2025 14:32,23-07-2025 16:43,131,3.62,50.72,Private,Three-wheeler,Card,Cloudy,Wednesday,14.01
MS_S_00325,MS-9008,Private-Operator-1,Aurangabad,19.833763,75.331144,DC Fast,Bharat DC-001,1,12-06-2025 15:37,12-06-2025 16:22,45,30.91,701.04,Private,Four-wheeler,Wallet,Sunny,Thursday,22.68
MS_S_00326,MS-5670,Tata Power,Pune,18.537212,73.867635,AC Slow,Bharat DC-001,3,04-06-2025 05:54,04-06-2025 08:50,176,5.69,52.46,Private,Four-wheeler,Card,Rain,Wednesday,9.22
MS_S_00327,MS-5408,Private-Operator-2,Nashik,20.029808,73.783354,AC Slow,Bharat DC-001,1,03-07-2025 00:55,03-07-2025 04:44,229,2.99,31.22,Private,Two-wheeler,Card,Cool,Thursday,10.44
MS_S_00328,MS-1138,MSEDCL,Nagpur,21.153875,79.087716,DC Fast,CHAdeMO,2,09-07-2025 09:45,09-07-2025 10:40,55,24.38,559.28,Commercial,Four-wheeler,Wallet,Cloudy,Wednesday,22.94
MS_S_00329,MS-5128,MSEDCL,Kolhapur,16.695708,74.247323,AC Slow,Bharat DC-001,1,20-06-2025 21:33,21-06-2025 00:42,189,10.47,107.63,Private,Two-wheeler,Wallet,Sunny,Friday,10.28
MS_S_00330,MS-5631,Reliance BP,Amravati,20.954826,77.75208,AC Slow,Type-2,3,01-07-2025 02:21,01-07-2025 04:01,100,4.18,57.93,Commercial,Two-wheeler,Wallet,Cloudy,Tuesday,13.86
MS_S_00331,MS-3456,Private-Operator-1,Nashik,20.007778,73.793392,DC Fast,CCS,2,28-07-2025 01:51,28-07-2025 02:39,48,21.79,321.62,Commercial,Three-wheeler,UPI,Sunny,Monday,14.76
MS_S_00332,MS-5843,Reliance BP,Kolhapur,16.713196,74.238475,DC Fast,Bharat DC-001,2,26-06-2025 12:47,26-06-2025 12:59,12,48.36,998.15,Private,Two-wheeler,Card,Cloudy,Thursday,20.64
MS_S_00333,MS-8794,Private-Operator-2,Amravati,20.959542,77.776592,DC Fast,CHAdeMO,2,03-07-2025 09:54,03-07-2025 10:14,20,11.1,197.69,Private,Two-wheeler,Subscription,Hot,Thursday,17.81
MS_S_00334,MS-5237,Private-Operator-2,Nagpur,21.135093,79.086389,AC Slow,CCS,1,14-07-2025 10:41,14-07-2025 11:33,52,14.68,128.89,Private,Three-wheeler,Wallet,Sunny,Monday,8.78
MS_S_00335,MS-6428,Reliance BP,Solapur,17.670162,75.901209,DC Fast,CHAdeMO,3,08-07-2025 09:29,08-07-2025 09:46,17,20.4,472.46,Private,Two-wheeler,Card,Sunny,Tuesday,23.16
MS_S_00336,MS-2963,Private-Operator-2,Amravati,20.918691,77.80072,DC Fast,Bharat DC-001,3,04-07-2025 09:26,04-07-2025 09:39,13,5.99,146.87,Private,Two-wheeler,Card,Hot,Friday,24.52
MS_S_00337,MS-7704,Private-Operator-1,Aurangabad,19.883546,75.380064,DC Fast,Bharat DC-001,1,10-06-2025 10:55,10-06-2025 11:50,55,53,713.38,Private,Two-wheeler,Card,Sunny,Tuesday,13.46
MS_S_00338,MS-1950,Tata Power,Aurangabad,19.892199,75.310974,AC Slow,Bharat DC-001,1,18-06-2025 06:48,18-06-2025 10:36,228,1.17,13.2,Private,Two-wheeler,UPI,Sunny,Wednesday,11.28
MS_S_00339,MS-8105,Private-Operator-2,Nagpur,21.164806,79.122412,AC Slow,Bharat DC-001,1,26-06-2025 13:30,26-06-2025 15:38,128,11.4,95.08,Private,Three-wheeler,UPI,Sunny,Thursday,8.34
MS_S_00340,MS-9700,MSEDCL,Aurangabad,19.877601,75.366538,DC Fast,Type-2,1,14-07-2025 00:40,14-07-2025 01:36,56,9.34,141.13,Commercial,Two-wheeler,UPI,Sunny,Monday,15.11
MS_S_00341,MS-9246,Private-Operator-1,Solapur,17.679404,75.916422,AC Slow,CHAdeMO,3,11-06-2025 02:52,11-06-2025 03:33,41,9.39,82.63,Commercial,Two-wheeler,Wallet,Sunny,Wednesday,8.8
MS_S_00342,MS-3192,Reliance BP,Solapur,17.646818,75.869787,DC Fast,Bharat DC-001,2,23-06-2025 06:10,23-06-2025 06:45,35,33.46,588.9,Private,Three-wheeler,Card,Sunny,Monday,17.6
MS_S_00343,MS-1359,Private-Operator-1,Nashik,20.029746,73.816098,DC Fast,CCS,2,08-06-2025 11:45,08-06-2025 12:36,51,54.09,960.64,Commercial,Four-wheeler,Wallet,Rain,Sunday,17.76
MS_S_00344,MS-1796,Private-Operator-1,Amravati,20.932479,77.762135,AC Slow,Type-2,2,13-07-2025 03:41,13-07-2025 04:16,35,4.32,50.07,Private,Two-wheeler,Subscription,Sunny,Sunday,11.59
MS_S_00345,MS-9966,Reliance BP,Pune,18.521272,73.890601,AC Slow,Bharat DC-001,2,15-07-2025 04:13,15-07-2025 07:40,207,14.31,174.58,Private,Two-wheeler,UPI,Cloudy,Tuesday,12.2
MS_S_00346,MS-5423,Private-Operator-1,Amravati,20.925165,77.778259,AC Slow,CCS,1,27-06-2025 03:32,27-06-2025 07:06,214,4.56,48.02,Commercial,Two-wheeler,UPI,Cloudy,Friday,10.53
MS_S_00347,MS-4254,Private-Operator-1,Kolhapur,16.676874,74.241638,AC Slow,CCS,1,20-07-2025 08:53,20-07-2025 11:36,163,14.6,150.67,Commercial,Three-wheeler,Wallet,Cool,Sunday,10.32
MS_S_00348,MS-1645,Private-Operator-1,Nagpur,21.139616,79.073157,AC Slow,Bharat DC-001,1,29-07-2025 06:44,29-07-2025 09:17,153,3.9,45.32,Private,Two-wheeler,UPI,Sunny,Tuesday,11.62
MS_S_00349,MS-9095,MSEDCL,Pune,18.517197,73.870127,DC Fast,Type-2,2,20-07-2025 16:04,20-07-2025 17:00,56,33.2,525.22,Commercial,Three-wheeler,Subscription,Rain,Sunday,15.82
MS_S_00350,MS-5327,AtherGrid,Thane,19.23982,72.978526,AC Slow,Type-2,2,07-06-2025 05:55,07-06-2025 06:35,40,2.59,26.99,Commercial,Four-wheeler,Wallet,Hot,Saturday,10.42
MS_S_00351,MS-2898,Tata Power,Solapur,17.645732,75.876126,AC Slow,Type-2,2,01-06-2025 04:42,01-06-2025 07:57,195,14.9,132.91,Commercial,Four-wheeler,Wallet,Sunny,Sunday,8.92
MS_S_00352,MS-7105,Reliance BP,Pune,18.488776,73.874601,AC Slow,CCS,1,08-06-2025 12:25,08-06-2025 14:51,146,13.71,178.23,Commercial,Three-wheeler,Subscription,Sunny,Sunday,13
MS_S_00353,MS-3732,Tata Power,Solapur,17.650239,75.909336,DC Fast,CCS,4,15-07-2025 23:03,15-07-2025 23:23,20,50.17,603.04,Commercial,Four-wheeler,Subscription,Sunny,Tuesday,12.02
MS_S_00354,MS-7221,Reliance BP,Nagpur,21.140429,79.070376,AC Slow,Type-2,1,26-07-2025 21:56,27-07-2025 01:32,216,9.45,121.05,Private,Two-wheeler,Subscription,Cool,Saturday,12.81
MS_S_00355,MS-7738,AtherGrid,Pune,18.517775,73.858237,AC Slow,Type-2,1,05-06-2025 08:41,05-06-2025 10:31,110,2.69,29.4,Private,Four-wheeler,Wallet,Sunny,Thursday,10.93
MS_S_00356,MS-9570,Private-Operator-2,Amravati,20.915592,77.807219,AC Slow,Type-2,1,28-06-2025 21:46,28-06-2025 23:19,93,14.18,179.8,Commercial,Two-wheeler,UPI,Sunny,Saturday,12.68
MS_S_00357,MS-3571,Private-Operator-1,Mumbai,19.095063,72.883442,AC Slow,Bharat DC-001,1,25-07-2025 15:55,25-07-2025 17:07,72,9.91,142.6,Commercial,Two-wheeler,Wallet,Sunny,Friday,14.39
MS_S_00358,MS-1824,Private-Operator-1,Thane,19.195425,72.980271,DC Fast,CCS,1,06-07-2025 20:24,06-07-2025 20:59,35,54.63,702.54,Private,Two-wheeler,Subscription,Hot,Sunday,12.86
MS_S_00359,MS-9166,AtherGrid,Pune,18.509426,73.858557,AC Slow,CHAdeMO,1,08-06-2025 15:47,08-06-2025 19:04,197,5.13,58.48,Commercial,Two-wheeler,UPI,Sunny,Sunday,11.4
MS_S_00360,MS-5990,Private-Operator-1,Pune,18.539789,73.865244,AC Slow,CCS,2,12-07-2025 21:29,12-07-2025 23:26,117,5.8,75.98,Private,Four-wheeler,Subscription,Sunny,Saturday,13.1
MS_S_00361,MS-8751,Private-Operator-2,Aurangabad,19.896212,75.329888,DC Fast,CHAdeMO,1,16-07-2025 14:07,16-07-2025 14:23,16,42.01,654.52,Private,Two-wheeler,Wallet,Rain,Wednesday,15.58
MS_S_00362,MS-9973,Private-Operator-1,Thane,19.215614,72.994316,AC Slow,CHAdeMO,2,15-07-2025 03:02,15-07-2025 04:14,72,12.51,175.14,Commercial,Two-wheeler,Card,Sunny,Tuesday,14
MS_S_00363,MS-2978,AtherGrid,Nashik,20.018151,73.812334,AC Slow,CCS,2,30-06-2025 06:45,30-06-2025 08:41,116,6.2,75.7,Commercial,Two-wheeler,UPI,Sunny,Monday,12.21
MS_S_00364,MS-8493,Private-Operator-2,Kolhapur,16.698839,74.258893,AC Slow,CCS,1,02-07-2025 00:33,02-07-2025 04:11,218,7.03,63.27,Commercial,Four-wheeler,Subscription,Sunny,Wednesday,9
MS_S_00365,MS-3903,Private-Operator-2,Amravati,20.926157,77.774816,AC Slow,CCS,1,17-07-2025 04:06,17-07-2025 06:15,129,10.04,125.1,Commercial,Two-wheeler,Subscription,Cloudy,Thursday,12.46
